Date,Month ,Day,Country,Cumulative number of case(s),Number of deaths,Number recovered
"April 1, 2003",April,1,Australia,1,0,0
"April 2, 2003",April,2,Australia,1,0,0
"April 3, 2003",April,3,Australia,1,0,0
"April 4, 2003",April,4,Australia,1,0,0
"April 5, 2003",April,5,Australia,1,0,0
"April 7, 2003",April,7,Australia,1,0,0
"April 8, 2003",April,8,Australia,1,0,0
"April 17, 2003",April,17,Australia,3,0,3
"April 18, 2003",April,18,Australia,3,0,3
"April 19, 2003",April,19,Australia,3,0,3
"April 21, 2003",April,21,Australia,3,0,3
"April 22, 2003",April,22,Australia,3,0,3
"April 23, 2003",April,23,Australia,4,0,3
"May 22, 2003",May,22,Australia,6,0,6
"May 28, 2003",May,28,Australia,6,0,6
"May 29, 2003",May,29,Australia,6,0,6
"June 30, 2003",June,30,Australia,5,0,5
"April 1, 2003",April,1,Belgium,1,0,0
"April 2, 2003",April,2,Belgium,1,0,0
"April 3, 2003",April,3,Belgium,1,0,0
"April 4, 2003",April,4,Belgium,1,0,0
"April 5, 2003",April,5,Belgium,1,0,0
"April 3, 2003",April,3,Brazil,1,0,0
"April 4, 2003",April,4,Brazil,1,0,0
"April 5, 2003",April,5,Brazil,1,0,0
"April 7, 2003",April,7,Brazil,1,0,0
"April 8, 2003",April,8,Brazil,1,0,0
"April 9, 2003",April,9,Brazil,1,0,0
"April 10, 2003",April,10,Brazil,2,0,0
"April 11, 2003",April,11,Brazil,2,0,0
"April 12, 2003",April,12,Brazil,2,0,0
"April 14, 2003",April,14,Brazil,2,0,0
"April 15, 2003",April,15,Brazil,2,0,0
"April 16, 2003",April,16,Brazil,2,0,0
"April 17, 2003",April,17,Brazil,2,0,0
"April 18, 2003",April,18,Brazil,2,0,0
"April 19, 2003",April,19,Brazil,2,0,0
"April 21, 2003",April,21,Brazil,2,0,0
"April 22, 2003",April,22,Brazil,2,0,0
"April 23, 2003",April,23,Brazil,2,0,0
"April 24, 2003",April,24,Brazil,2,0,2
"April 25, 2003",April,25,Brazil,2,0,2
"April 26, 2003",April,26,Brazil,2,0,2
"April 28, 2003",April,28,Brazil,2,0,2
"April 29, 2003",April,29,Brazil,2,0,2
"April 30, 2003",April,30,Brazil,2,0,2
"May 1, 2003",May,1,Brazil,2,0,2
"May 2, 2003",May,2,Brazil,2,0,2
"May 3, 2003",May,3,Brazil,2,0,2
"May 5, 2003",May,5,Brazil,2,0,2
"May 6, 2003",May,6,Brazil,2,0,2
"May 7, 2003",May,7,Brazil,2,0,2
"May 8, 2003",May,8,Brazil,2,0,2
"May 9, 2003",May,9,Brazil,2,0,2
"May 10, 2003",May,10,Brazil,2,0,2
"May 12, 2003",May,12,Brazil,2,0,2
"May 13, 2003",May,13,Brazil,2,0,2
"May 14, 2003",May,14,Brazil,2,0,2
"May 15, 2003",May,15,Brazil,2,0,2
"May 16, 2003",May,16,Brazil,2,0,2
"May 17, 2003",May,17,Brazil,2,0,2
"May 19, 2003",May,19,Brazil,2,0,2
"May 20, 2003",May,20,Brazil,2,0,2
"May 21, 2003",May,21,Brazil,2,0,2
"May 22, 2003",May,22,Brazil,2,0,2
"May 23, 2003",May,23,Brazil,2,0,2
"May 24, 2003",May,24,Brazil,2,0,2
"May 26, 2003",May,26,Brazil,2,0,2
"May 27, 2003",May,27,Brazil,2,0,2
"May 28, 2003",May,28,Brazil,2,0,2
"May 29, 2003",May,29,Brazil,2,0,2
"May 30, 2003",May,30,Brazil,2,0,2
"May 31, 2003",May,31,Brazil,2,0,2
"June 2, 2003",June,2,Brazil,2,0,2
"June 3, 2003",June,3,Brazil,2,0,2
"June 4, 2003",June,4,Brazil,2,0,2
"June 5, 2003",June,5,Brazil,2,0,2
"June 6, 2003",June,6,Brazil,2,0,2
"June 9, 2003",June,9,Brazil,2,0,2
"June 10, 2003",June,10,Brazil,3,0,2
"June 11, 2003",June,11,Brazil,3,0,2
"June 12, 2003",June,12,Brazil,3,0,2
"June 13, 2003",June,13,Brazil,3,0,2
"June 16, 2003",June,16,Brazil,3,0,2
"June 17, 2003",June,17,Brazil,3,0,2
"June 18, 2003",June,18,Brazil,3,0,2
"June 19, 2003",June,19,Brazil,3,0,2
"June 20, 2003",June,20,Brazil,3,0,2
"June 23, 2003",June,23,Brazil,3,0,2
"June 24, 2003",June,24,Brazil,3,0,2
"June 25, 2003",June,25,Brazil,3,0,2
"June 26, 2003",June,26,Brazil,3,0,2
"June 27, 2003",June,27,Brazil,3,0,2
"June 30, 2003",June,30,Brazil,3,0,2
"July 1, 2003",July,1,Brazil,1,0,1
"July 2, 2003",July,2,Brazil,1,0,1
"July 3, 2003",July,3,Brazil,1,0,1
"July 4, 2003",July,4,Brazil,1,0,1
"July 7, 2003",July,7,Brazil,1,0,1
"July 8, 2003",July,8,Brazil,1,0,1
"July 9, 2003",July,9,Brazil,1,0,1
"July 10, 2003",July,10,Brazil,1,0,1
"July 11, 2003",July,11,Brazil,1,0,1
"April 24, 2003",April,24,Bulgaria,1,0,0
"April 25, 2003",April,25,Bulgaria,1,0,0
"April 26, 2003",April,26,Bulgaria,1,0,0
"April 28, 2003",April,28,Bulgaria,1,0,0
"April 29, 2003",April,29,Bulgaria,1,0,0
"April 30, 2003",April,30,Bulgaria,1,0,0
"May 1, 2003",May,1,Bulgaria,1,0,0
"May 2, 2003",May,2,Bulgaria,1,0,0
"May 3, 2003",May,3,Bulgaria,1,0,0
"May 5, 2003",May,5,Bulgaria,1,0,0
"May 6, 2003",May,6,Bulgaria,1,0,0
"May 7, 2003",May,7,Bulgaria,1,0,0
"May 8, 2003",May,8,Bulgaria,1,0,0
"May 9, 2003",May,9,Bulgaria,1,0,0
"May 10, 2003",May,10,Bulgaria,1,0,0
"May 12, 2003",May,12,Bulgaria,1,0,0
"May 13, 2003",May,13,Bulgaria,1,0,0
"May 14, 2003",May,14,Bulgaria,1,0,0
"May 15, 2003",May,15,Bulgaria,1,0,0
"May 16, 2003",May,16,Bulgaria,1,0,0
"March 17, 2003",March,17,Canada,8,2,0
"March 18, 2003",March,18,Canada,8,2,0
"March 19, 2003",March,19,Canada,8,2,0
"March 20, 2003",March,20,Canada,9,2,0
"March 21, 2003",March,21,Canada,9,2,0
"March 22, 2003",March,22,Canada,9,2,0
"March 24, 2003",March,24,Canada,11,3,0
"March 25, 2003",March,25,Canada,11,3,0
"March 26, 2003",March,26,Canada,19,3,0
"March 27, 2003",March,27,Canada,28,3,0
"March 28, 2003",March,28,Canada,29,3,0
"March 29, 2003",March,29,Canada,37,3,0
"March 31, 2003",March,31,Canada,44,4,0
"April 1, 2003",April,1,Canada,53,4,0
"April 2, 2003",April,2,Canada,58,6,0
"April 3, 2003",April,3,Canada,62,6,0
"April 4, 2003",April,4,Canada,69,7,0
"April 5, 2003",April,5,Canada,74,7,0
"April 7, 2003",April,7,Canada,90,9,0
"April 8, 2003",April,8,Canada,91,10,0
"April 9, 2003",April,9,Canada,94,10,0
"April 10, 2003",April,10,Canada,97,10,22
"April 11, 2003",April,11,Canada,98,10,25
"April 12, 2003",April,12,Canada,101,10,26
"April 14, 2003",April,14,Canada,100,13,27
"April 15, 2003",April,15,Canada,100,13,27
"April 16, 2003",April,16,Canada,103,13,37
"April 17, 2003",April,17,Canada,126,12,46
"April 18, 2003",April,18,Canada,132,12,54
"April 19, 2003",April,19,Canada,132,12,54
"April 21, 2003",April,21,Canada,132,12,54
"April 22, 2003",April,22,Canada,139,13,65
"April 23, 2003",April,23,Canada,140,13,65
"April 24, 2003",April,24,Canada,140,15,67
"April 25, 2003",April,25,Canada,140,15,74
"April 26, 2003",April,26,Canada,142,18,77
"April 28, 2003",April,28,Canada,142,18,77
"April 29, 2003",April,29,Canada,146,20,86
"April 30, 2003",April,30,Canada,148,20,87
"May 1, 2003",May,1,Canada,147,20,87
"May 2, 2003",May,2,Canada,149,22,93
"May 3, 2003",May,3,Canada,149,22,94
"May 5, 2003",May,5,Canada,148,22,93
"May 6, 2003",May,6,Canada,148,22,93
"May 7, 2003",May,7,Canada,146,22,93
"May 8, 2003",May,8,Canada,146,22,95
"May 9, 2003",May,9,Canada,145,22,94
"May 10, 2003",May,10,Canada,145,22,97
"May 12, 2003",May,12,Canada,143,22,98
"May 13, 2003",May,13,Canada,143,22,99
"May 14, 2003",May,14,Canada,143,23,104
"May 15, 2003",May,15,Canada,142,23,107
"May 16, 2003",May,16,Canada,140,23,106
"May 17, 2003",May,17,Canada,140,23,106
"May 19, 2003",May,19,Canada,140,23,106
"May 20, 2003",May,20,Canada,140,23,106
"May 21, 2003",May,21,Canada,140,23,108
"May 22, 2003",May,22,Canada,140,23,109
"May 23, 2003",May,23,Canada,140,23,109
"May 24, 2003",May,24,Canada,140,23,109
"May 26, 2003",May,26,Canada,148,26,110
"May 27, 2003",May,27,Canada,148,26,111
"May 28, 2003",May,28,Canada,149,26,111
"May 29, 2003",May,29,Canada,151,26,112
"May 30, 2003",May,30,Canada,159,28,112
"May 31, 2003",May,31,Canada,188,30,116
"June 2, 2003",June,2,Canada,198,30,116
"June 3, 2003",June,3,Canada,213,31,116
"June 4, 2003",June,4,Canada,216,31,121
"June 5, 2003",June,5,Canada,218,31,120
"June 6, 2003",June,6,Canada,219,31,120
"June 9, 2003",June,9,Canada,229,32,128
"June 10, 2003",June,10,Canada,229,32,131
"June 11, 2003",June,11,Canada,230,32,134
"June 12, 2003",June,12,Canada,238,32,141
"June 13, 2003",June,13,Canada,242,32,150
"June 16, 2003",June,16,Canada,243,32,156
"June 17, 2003",June,17,Canada,247,32,171
"June 18, 2003",June,18,Canada,246,33,176
"June 19, 2003",June,19,Canada,245,34,175
"June 20, 2003",June,20,Canada,245,34,180
"June 23, 2003",June,23,Canada,246,35,182
"June 24, 2003",June,24,Canada,249,37,188
"June 25, 2003",June,25,Canada,250,37,188
"June 26, 2003",June,26,Canada,251,37,190
"June 27, 2003",June,27,Canada,251,37,191
"June 30, 2003",June,30,Canada,252,37,192
"July 1, 2003",July,1,Canada,252,38,192
"July 2, 2003",July,2,Canada,252,38,192
"July 3, 2003",July,3,Canada,251,38,193
"July 4, 2003",July,4,Canada,251,38,193
"July 7, 2003",July,7,Canada,251,38,193
"July 8, 2003",July,8,Canada,250,38,194
"July 9, 2003",July,9,Canada,249,38,193
"July 10, 2003",July,10,Canada,250,38,194
"July 11, 2003",July,11,Canada,250,38,194
"March 18, 2003",March,18,China,0,0,0
"March 19, 2003",March,19,China,0,0,0
"March 20, 2003",March,20,China,0,0,0
"March 21, 2003",March,21,China,0,0,0
"March 22, 2003",March,22,China,0,0,0
"March 24, 2003",March,24,China,0,0,0
"March 25, 2003",March,25,China,0,0,0
"March 26, 2003",March,26,China,792,31,0
"March 27, 2003",March,27,China,806,34,0
"March 28, 2003",March,28,China,806,34,0
"March 29, 2003",March,29,China,806,34,0
"March 31, 2003",March,31,China,806,34,0
"April 1, 2003",April,1,China,806,34,0
"April 2, 2003",April,2,China,1190,46,0
"April 3, 2003",April,3,China,1190,46,0
"April 4, 2003",April,4,China,1220,49,0
"April 5, 2003",April,5,China,1220,49,0
"April 7, 2003",April,7,China,1268,53,0
"April 8, 2003",April,8,China,1279,53,0
"April 9, 2003",April,9,China,1280,53,0
"April 10, 2003",April,10,China,1290,55,1025
"April 11, 2003",April,11,China,1309,58,1037
"April 12, 2003",April,12,China,1309,58,1037
"April 12, 2003",April,12,China,62,4,46
"April 14, 2003",April,14,China,1418,64,1088
"April 15, 2003",April,15,China,1418,64,1088
"April 16, 2003",April,16,China,1432,64,1094
"April 17, 2003",April,17,China,1457,65,1107
"April 18, 2003",April,18,China,1512,65,1140
"April 19, 2003",April,19,China,1512,65,1140
"April 21, 2003",April,21,China,1959,86,1187
"April 22, 2003",April,22,China,2001,92,1201
"April 23, 2003",April,23,China,2305,106,1231
"April 24, 2003",April,24,China,2422,110,1254
"April 25, 2003",April,25,China,2601,115,1277
"April 26, 2003",April,26,China,2753,122,1285
"April 28, 2003",April,28,China,2914,131,1299
"April 29, 2003",April,29,China,3303,148,1322
"April 30, 2003",April,30,China,3460,159,1332
"May 1, 2003",May,1,China,3638,170,1351
"May 2, 2003",May,2,China,3799,181,1372
"May 3, 2003",May,3,China,3971,190,1406
"May 5, 2003",May,5,China,4280,206,1433
"May 6, 2003",May,6,China,4409,214,1460
"May 7, 2003",May,7,China,4560,219,1487
"May 8, 2003",May,8,China,4698,224,1529
"May 9, 2003",May,9,China,4805,230,1582
"May 10, 2003",May,10,China,4884,235,1620
"May 12, 2003",May,12,China,5013,252,1693
"May 13, 2003",May,13,China,5086,262,1765
"May 14, 2003",May,14,China,5124,267,1811
"May 15, 2003",May,15,China,5163,271,1858
"May 16, 2003",May,16,China,5191,275,1947
"May 17, 2003",May,17,China,5209,282,2009
"May 19, 2003",May,19,China,5236,289,2148
"May 20, 2003",May,20,China,5248,294,2254
"May 21, 2003",May,21,China,5249,296,2335
"May 22, 2003",May,22,China,5271,300,2445
"May 23, 2003",May,23,China,5285,303,2544
"May 24, 2003",May,24,China,5309,308,2675
"May 26, 2003",May,26,China,5316,317,2829
"May 27, 2003",May,27,China,5322,321,2944
"May 28, 2003",May,28,China,5323,325,3036
"May 29, 2003",May,29,China,5325,327,3121
"May 30, 2003",May,30,China,5328,328,3250
"May 31, 2003",May,31,China,5328,332,3371
"June 2, 2003",June,2,China,5328,334,3495
"June 3, 2003",June,3,China,5329,334,3558
"June 4, 2003",June,4,China,5329,334,3674
"June 5, 2003",June,5,China,5329,336,3770
"June 6, 2003",June,6,China,5329,338,3869
"June 9, 2003",June,9,China,5328,340,4186
"June 10, 2003",June,10,China,5328,343,4294
"June 11, 2003",June,11,China,5329,343,4390
"June 12, 2003",June,12,China,5328,343,4457
"June 13, 2003",June,13,China,5327,343,4530
"June 16, 2003",June,16,China,5326,346,4656
"June 17, 2003",June,17,China,5326,346,4725
"June 18, 2003",June,18,China,5326,347,4762
"June 19, 2003",June,19,China,5326,347,4786
"June 20, 2003",June,20,China,5326,347,4806
"June 23, 2003",June,23,China,5326,347,4895
"June 24, 2003",June,24,China,5326,347,4901
"June 25, 2003",June,25,China,5327,348,4916
"June 26, 2003",June,26,China,5327,348,4921
"June 27, 2003",June,27,China,5327,348,4921
"June 30, 2003",June,30,China,5327,348,4927
"July 1, 2003",July,1,China,5327,348,4930
"July 2, 2003",July,2,China,5327,348,4933
"July 3, 2003",July,3,China,5327,348,4933
"July 4, 2003",July,4,China,5327,348,4934
"July 7, 2003",July,7,China,5327,348,4934
"July 8, 2003",July,8,China,5327,348,4934
"July 9, 2003",July,9,China,5327,348,4939
"July 10, 2003",July,10,China,5327,348,4941
"July 11, 2003",July,11,China,5327,348,4941
"May 6, 2003",May,6,Colombia,1,0,1
"May 7, 2003",May,7,Colombia,1,0,1
"May 8, 2003",May,8,Colombia,1,0,1
"May 9, 2003",May,9,Colombia,1,0,1
"May 10, 2003",May,10,Colombia,1,0,1
"May 12, 2003",May,12,Colombia,1,0,1
"May 13, 2003",May,13,Colombia,1,0,1
"May 14, 2003",May,14,Colombia,1,0,1
"May 15, 2003",May,15,Colombia,1,0,1
"May 16, 2003",May,16,Colombia,1,0,1
"May 17, 2003",May,17,Colombia,1,0,1
"May 19, 2003",May,19,Colombia,1,0,1
"May 20, 2003",May,20,Colombia,1,0,1
"May 21, 2003",May,21,Colombia,1,0,1
"May 22, 2003",May,22,Colombia,1,0,1
"May 23, 2003",May,23,Colombia,1,0,1
"May 24, 2003",May,24,Colombia,1,0,1
"May 26, 2003",May,26,Colombia,1,0,1
"May 27, 2003",May,27,Colombia,1,0,1
"May 28, 2003",May,28,Colombia,1,0,1
"May 29, 2003",May,29,Colombia,1,0,1
"May 30, 2003",May,30,Colombia,1,0,1
"May 31, 2003",May,31,Colombia,1,0,1
"June 2, 2003",June,2,Colombia,1,0,1
"June 3, 2003",June,3,Colombia,1,0,1
"June 4, 2003",June,4,Colombia,1,0,1
"June 5, 2003",June,5,Colombia,1,0,1
"June 6, 2003",June,6,Colombia,1,0,1
"June 9, 2003",June,9,Colombia,1,0,1
"June 10, 2003",June,10,Colombia,1,0,1
"June 11, 2003",June,11,Colombia,1,0,1
"June 12, 2003",June,12,Colombia,1,0,1
"June 13, 2003",June,13,Colombia,1,0,1
"June 16, 2003",June,16,Colombia,1,0,1
"June 17, 2003",June,17,Colombia,1,0,1
"June 18, 2003",June,18,Colombia,1,0,1
"June 19, 2003",June,19,Colombia,1,0,1
"June 20, 2003",June,20,Colombia,1,0,1
"June 23, 2003",June,23,Colombia,1,0,1
"June 24, 2003",June,24,Colombia,1,0,1
"June 25, 2003",June,25,Colombia,1,0,1
"June 26, 2003",June,26,Colombia,1,0,1
"June 27, 2003",June,27,Colombia,1,0,1
"June 30, 2003",June,30,Colombia,1,0,1
"July 1, 2003",July,1,Colombia,1,0,1
"July 2, 2003",July,2,Colombia,1,0,1
"July 3, 2003",July,3,Colombia,1,0,1
"July 4, 2003",July,4,Colombia,1,0,1
"July 7, 2003",July,7,Colombia,1,0,1
"July 8, 2003",July,8,Colombia,1,0,1
"July 9, 2003",July,9,Colombia,1,0,1
"July 10, 2003",July,10,Colombia,1,0,1
"July 11, 2003",July,11,Colombia,1,0,1
"May 8, 2003",May,8,Finland,1,0,0
"May 9, 2003",May,9,Finland,1,0,0
"May 10, 2003",May,10,Finland,1,0,0
"May 12, 2003",May,12,Finland,1,0,0
"May 13, 2003",May,13,Finland,1,0,0
"May 14, 2003",May,14,Finland,1,0,0
"May 15, 2003",May,15,Finland,1,0,0
"May 16, 2003",May,16,Finland,1,0,0
"May 17, 2003",May,17,Finland,1,0,0
"May 19, 2003",May,19,Finland,1,0,0
"May 20, 2003",May,20,Finland,1,0,0
"May 21, 2003",May,21,Finland,1,0,1
"May 22, 2003",May,22,Finland,1,0,1
"May 23, 2003",May,23,Finland,1,0,1
"May 24, 2003",May,24,Finland,1,0,1
"May 26, 2003",May,26,Finland,1,0,1
"May 27, 2003",May,27,Finland,1,0,1
"May 28, 2003",May,28,Finland,1,0,1
"May 29, 2003",May,29,Finland,1,0,1
"May 30, 2003",May,30,Finland,1,0,1
"May 31, 2003",May,31,Finland,1,0,1
"June 2, 2003",June,2,Finland,1,0,1
"June 3, 2003",June,3,Finland,1,0,1
"June 4, 2003",June,4,Finland,1,0,1
"June 5, 2003",June,5,Finland,1,0,1
"June 6, 2003",June,6,Finland,1,0,1
"June 9, 2003",June,9,Finland,1,0,1
"June 10, 2003",June,10,Finland,1,0,1
"June 11, 2003",June,11,Finland,1,0,1
"June 12, 2003",June,12,Finland,1,0,1
"June 13, 2003",June,13,Finland,1,0,1
"June 16, 2003",June,16,Finland,1,0,1
"June 17, 2003",June,17,Finland,1,0,1
"June 18, 2003",June,18,Finland,1,0,1
"June 19, 2003",June,19,Finland,1,0,1
"June 20, 2003",June,20,Finland,1,0,1
"June 23, 2003",June,23,Finland,1,0,1
"June 24, 2003",June,24,Finland,1,0,1
"June 25, 2003",June,25,Finland,1,0,1
"June 26, 2003",June,26,Finland,1,0,1
"June 27, 2003",June,27,Finland,1,0,1
"June 30, 2003",June,30,Finland,1,0,1
"July 1, 2003",July,1,Finland,1,0,1
"July 2, 2003",July,2,Finland,1,0,1
"July 3, 2003",July,3,Finland,1,0,1
"July 4, 2003",July,4,Finland,1,0,1
"July 7, 2003",July,7,Finland,1,0,1
"July 8, 2003",July,8,Finland,1,0,1
"July 9, 2003",July,9,Finland,1,0,1
"July 10, 2003",July,10,Finland,1,0,1
"July 11, 2003",July,11,Finland,1,0,1
"March 24, 2003",March,24,France,1,0,0
"March 25, 2003",March,25,France,1,0,0
"March 26, 2003",March,26,France,1,0,0
"March 27, 2003",March,27,France,1,0,0
"March 28, 2003",March,28,France,1,0,0
"March 29, 2003",March,29,France,1,0,0
"March 31, 2003",March,31,France,1,0,0
"April 1, 2003",April,1,France,1,0,0
"April 2, 2003",April,2,France,1,0,0
"April 3, 2003",April,3,France,3,0,0
